Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo,"DiCamillo, Kate",Bagram Ibatoulline,"=""0763625892""","=""9780763625894""",0,4.39,Candlewick Press,Hardcover,228,2006,2006,,2020/09/07,to-read,to-read (#291),to-read,,,,0,0
24849422,Faceless,Alyssa  Sheinmel,"Sheinmel, Alyssa",,"=""0545676010""","=""9780545676014""",0,4.05,Scholastic Press,Hardcover,352,2015,2015,,2020/09/07,to-read,to-read (#290),to-read,,,,0,0
534255,Autobiography of a Face,Lucy Grealy,"Grealy, Lucy",Ann Patchett,"=""0060569662""","=""9780060569662""",0,3.97,Harper Perennial,Paperback,236,2003,1994,,2020/09/07,to-read,to-read (#289),to-read,,,,0,0
16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,"Fowler, Karen Joy",,"=""0399162097""","=""9780399162091""",0,3.71,Plume,Hardcover,310,2013,2013,,2020/09/06,to-read,to-read (#288),to-read,,,,0,0
40961230,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""0735235244""","=""9780735235243""",0,4.33,Viking,Kindle Edition,281,2018,2012,,2020/09/06,to-read,to-read (#287),to-read,,,,0,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.69,Vintage,Paperback,530,2001,2000,,2020/09/06,to-read,to-read (#286),to-read,,,,0,0
156784,Permutation City,Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",0,4.05,HarperPrism,Mass Market Paperback,352,1995,1994,,2020/09/05,to-read,to-read (#285),to-read,,,,0,0
14142,The Art of Loving,Erich Fromm,"Fromm, Erich",,"=""0061129739""","=""9780061129735""",0,4.00,Harper Perennial Modern Classics,Paperback,180,2006,1956,,2020/09/05,to-read,to-read (#284),to-read,,,,0,0
27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"Perel, Esther",,"=""0060753633""","=""9780060753634""",0,4.17,Harper,Hardcover,220,2006,2006,,2020/09/02,to-read,to-read (#283),to-read,,,,0,0
61666,Contact,Carl Sagan,"Sagan, Carl",,"=""2266079999""","=""9782266079990""",3,4.15,Pocket,Mass Market Paperback,580,1997,1985,2020/08/26,2014/10/22,,,read,"This is one of those books which I abandoned midway on my first try. Seeing the growing collection of unread titles on my kindle shelf forced me to come back to it, instead of finding solace in a new shiny title. <br/><br/>Carl Sagan, being the exemplary scientist that he is, has not taken the medium of science fiction lightly. This is a book that is strongly rooted in ""real"" science. Wherever possible, Sagan has referenced and pointed to actual rules, laws, and discoveries. Much like most science fiction, Contact tries to use the tapestry and freedom afforded by this unencumbered genre of story telling to discuss and draw light on a message much deeper and more complicated than what the story holds. <br/><br/>The crux of the story is simple in itself - a message from beyond with instructions to build a machine and a tale of what happens once the machine is switched on. While conventional sci-fi writers might choose to focus on the later part of the story, with more scope for interesting adventures and alien contact, Sagan has instead chosen to focus on the first part.  Being a proponent of science and evidence based beliefs, Sagan has masterfully examined the impact of such a message on humanity as whole - particularly the impact on international politics and religion. There are long chapters with deep discussions on advanced beings, of the almighty creator, and their mixed motives. <br/><br/>Similar to his efforts with the 'Cosmos' TV series, Carl Sagan has tried to introduce some grand ideas of humanity and our existence in this galaxy in a form that is palatable to the masses. Given his diverse background, Sagan has still managed to piece together a story that makes the reader stop and think about the big questions that most of us routinely brush under the rug. <br/><br/>If you're interested in a slightly biased, but mostly critical discussion on science, theology and extra-terrestrial life, then you'd find 'Contact' interesting.",,,1,0
1561322,No One Belongs Here More Than You,Miranda July,"July, Miranda",,"=""0743299418""","=""9780743299411""",0,3.79,Scribner,Paperback,205,2007,2007,,2020/08/24,to-read,to-read (#282),to-read,,,,0,0
7726420,How to Live Safely in a Science Fictional Universe,Charles Yu,"Yu, Charles",,"=""0307379205""","=""9780307379207""",0,3.45,Pantheon,Hardcover,256,2010,2010,,2020/08/24,to-read,to-read (#281),to-read,,,,0,0
43176861,Space Struck,Paige Lewis,"Lewis, Paige",,"=""1946448443""","=""9781946448446""",0,4.06,Sarabande Books,Paperback,72,2019,2019,,2020/08/22,to-read,to-read (#280),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.28,Harper Trophy,Mass Market Paperback,329,2001,1986,,2020/08/21,to-read,to-read (#279),to-read,,,,0,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,,2020/08/21,to-read,to-read (#278),to-read,,,,0,0
50027029,"You Deserve Each Other (You Deserve Each Other, #1)",Sarah Hogle,"Hogle, Sarah",,"=""""","=""""",2,3.86,G.P. Putnam's Sons,Kindle Edition,368,2020,2020,2020/08/14,2020/06/07,,,read,"There's famous talk by Kurt Vonnegut where he details the shapes of stories. Most 'boy meets girl' tales have a predictable shape - there's a high in the beginning, when the titular characters meet; a brief period of joy. It is followed by a dip, a change in the story arc where there are bad / unfavourable events. The characters are put into adverse conditions and they are moulded by it. In the final leg, they come out better on the other side, their relationship stronger than before, revitalised even, with a couple of steamy scenes thrown in for good measure. We, as readers, are aware of the story arc and we almost expect it. We choose these books for the familiar comfort that it provides through its crests and troughs. It's a story arc that's close to our heart. <br/><br/>While the shape is familiar, what makes a story stick and stand out are the conditions that face the protagonists, the tension, the conflict. A great many writers have used this to examine human relationships, and how they change in the face of adversity. The effectiveness of the final climb depends on how relatable the trials were and how different the characters were because of it. <br/><br/>Sadly for me, this author has completely bombed on all fronts. <br/><br/>This book should be titled ""The Ramblings Of A Delusional Maniac,"" because that's what it is. While the ""unreliable narrator"" trope is effective in depicting the inherent flaws in human memory and perception (like with Nick in The Great Gatsby), it's completely useless and altogether a tools for utter and complete nonsense when used improperly. The protagonist, Naomi, is the epitome of unreliability when it comes to narration. From the very first page we're treated with an emotionally charged and biased view of her fiancé, Nicholas. While it is novel and funny for a brief while, it gets boring and utterly infuriating when stretched over the ENTIRE book! <br/><br/>It got so bad that I had to stop and calm down to keep myself from throwing my Kindle against the wall. Naomi gets upset over the completely nonsensical and utterly NON-EXISTENT things. Nonexistent. That's right. <br/><br/><blockquote><br/>Real Nicholas hasn’t said any of this. But Imaginary Nicholas is an amalgamation of realistic predictions based on callous things he’s said to me in the past, so I easily hear his voice shape those words. It’s not fair to be hurt or angry over something he didn’t even say, especially since the words I put into my own head are all true, but knowing he potentially could say it—and probably will—is enough to make me sink into a dark silence that I don’t rise from for the rest of the ride home.<br/></blockquote><br/><br/>The quote highlights why I utterly detest the plot. I can understand the popular trope where misunderstood words lead to very real conflict and tension. But the plot amplifies the effects of misunderstanding to such a preposterous degree that the illusion of tension is lost, and the whole enterprise feels artificially inflated just to get the juicy resolution. Is it so hard to just TALK about stuff once in a while? The book would be a whole lot shorter if Naomi actually talked about the stuff she had going on in her head.<br/><br/>The Juicy Resolution. Even though I absolutely hated the plot and the characters with every fibre of my being, I'm still amazed by how the author has tied the threads together to reach a satisfying ending that salvages the story to some small degree. Hence, the two stars.<br/><br/>Few books have elicited an emotional response from me. The ones that did hold a special place in my heart, because of the change it brought in me. But this is a book which brought about an emotional response for all the wrong reasons. A book that will fill me with spite each time I'm reminded of its psychotic narrator. <br/><br/>If you happen to find this book in your hands, don't hesitate to burn it. ",,,1,0
12813565,Invisible Monsters Remix,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393083527""","=""9780393083521""",0,3.99,W.W. Norton,Hardcover,302,2012,1999,,2020/08/13,to-read,to-read (#277),to-read,,,,0,0
6280118,One Day,David Nicholls,"Nicholls, David",,"=""0340896965""","=""9780340896969""",0,3.88,Hodder & Stoughton,Paperback,435,2009,2009,,2020/08/09,to-read,to-read (#276),to-read,,,,0,0
781183,Diplomacy,Henry Kissinger,"Kissinger, Henry",,"=""0671510991""","=""9780671510992""",0,4.25,Simon & Schuster,Paperback,912,1995,1994,,2020/08/07,to-read,to-read (#275),to-read,,,,0,0
123845,Self-Reliance and Other Essays (Dover Thrift Editions: Philosophy),Ralph Waldo Emerson,"Emerson, Ralph Waldo",,"=""0486277909""","=""9780486277905""",0,4.12,Dover Publications,Paperback,117,1993,1844,,2020/08/05,to-read,to-read (#274),to-read,,,,0,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.36,Tordotcom,Kindle Edition,172,2018,2018,2020/03/10,2020/03/09,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",5,4.44,Penguin Books,Paperback,601,2002,1952,2020/07/31,2015/05/10,,,read,"A gripping tale of an entire valley that covers the lives and thoughts of 3 generations. In under 700 pages, Steinbeck has managed to capture the imagination with characters so real and flushed out that you see a part of yourself in everyone. He has masterfully woven a story that sucks you in from the very beginning, where the characters seem real to the point where you get emotionally invested in them. For me, this was a masterclass in the study on human character, particularly how we deal with feelings of virtue and guilt. <br/><br/>I felt there were a lot of references to the Bible which I personally missed out on, with Samuel, Adam and Caleb and their symbolic gestures that seemed to hold a deeper meaning. But even for a surface pecker like me, there was plenty of wisdom peppered on these pages to keep me thinking for a long while. <br/><br/>If you're looking for a character driven plot, with a very cunning antagonist and a healthy serving of human psychology, then this book is for you. <br/>",,,1,0
96884,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,"Haidt, Jonathan",,"=""0465028020""","=""9780465028023""",0,4.09,Basic Books,Paperback,297,2006,2006,,2020/07/23,to-read,to-read (#272),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",5,4.38,Atria Books,Hardcover,337,2014,2012,2020/06/29,2020/06/28,,,read,"I regret not picking this up sooner. This book represents the epitome of what a good story is for me - lovable characters, a very human story arc, lots of snide humor and an ending that leaves me in tears.<br/><br/>5/5! Would recommend it to everyone!",,,1,0
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",3,3.86,Scribner,Paperback,112,2006,1970,2020/06/14,2020/06/14,,,read,"This book was a parting gift and I was eager to devour it as soon as I got it. Through it's elegantly typeset pages sprinkled with an assortment of pictures, it details the story of Jonathan Livingston, a seagull who finds flying to be more than a means to an end. <br/><br/>The story follows the predictable arc wherein the rookie who finds an inalienable truth gets ostracized and excommunicated for it. Later, after traveling wide and far and having reached uber level greatness, he returns to extol his wisdom to the blind masses in a more digestible form, enlightening  them about the possibilities that lie beyond.  <br/><br/>The writing is simple and direct, and speaks to you in a way so few stories do. I thoroughly enjoyed the first few chapters which revolved around JL's journey of self discovery, about pushing the limits of aerial flight and transcending beyond the limitations of the material world. The later chapters feel a little hand-wavy with truth and oneness being thrown around to bring about an air of unfathomable wisdom. <br/><br/>What truly fascinated me was the final chapter. This details how JL's teachings transformed the lives of the normal gulls. The author has beautifully portrayed the crippling effects of misunderstanding and maniacal obsession at a mass scale, a true representation of how the medium gets mistaken for the message. <br/><br/>This is one of those books that'll appeal to you if you're in the right state of mind. Read this if you're interested in relating to a story about pursuing something for the sheer sake of it, not as a means to an end, and also if you're interested in understanding why it might be difficult to spread this enlightenment to the broader masses. ",,,1,0
